"10. If F1 is the constant amplitude of fundamental rotating MMF wave, the space harmonics of order 6K+1 (where K=1,2,3….), the harmonic MMF wave is of _____________",a) Constant amplitude and stationary in space,b) Constant amplitude and rotates along F1,c) Varying amplitude and rotates along F1,d) Constant amplitude and rotates against F1,b,"Explanation: Space harmonics of the order of 6K+1(7,13,19,…) have their constant amplitude equal to 1/(6K+1)F1 and rotate in the direction of fundamental component F1 at a speed of 1/(6K+1) of the fundamental synchronous speed. "
"1. If F1 is the constant amplitude of fundamental rotating MMF wave, the for the space harmonics of order 6K-1 (where K=1,2,3….), the harmonic MMF wave is of _____________",a) Constant amplitude and stationary in space,b) Constant amplitude and rotates along F1,c) Varying amplitude and rotates along F1,d) Constant amplitude and rotates against F1,b,"Explanation: Space harmonics of the order of 6K-1(5,11,17,…) have their constant amplitude equal to 1/(6K-1)F1 and rotate in the direction of fundamental component F1 at a speed of 1/(6K+1) of the fundamental synchronous speed. "
2. Which of the following harmonics are present in the resultant MMF produced by 3 phase currents flowing in the 3 phase windings?,"a) Triplen harmonics (3K), where K is an integer","b) 6K+1 harmonics only, where K is an integer","c) 6K-1 harmonics only, where K is an integer","d) 6k+1 and 6K-1 harmonics, where K is an integer",d,"Explanation: Space harmonics of the order 3,9,15,… i.e, triplen harmonics are absent. "
"3. When a single-phase winding is excited by an alternating current, then which of the following statements are correct?",a) It produces one stationary MMF wave,b) Produced MMF wave pulsates along its magnetic axis,c) It doesn’t produce two counter rotating MMF wave,d) All of the mentioned,d,"Explanation: It is the decomposition of the MMF of a single phase winding into two counter rotating MMF waves, but are not actually produced and only one stationary MMF wave pulsating along its magnetic axis is produced. "
"4. What does the space angle _ in the equation Fr(_,t)=3/2Fmcos(_-_t) for MMF produced when 3-phase balanced windings excited by three phase balanced currents represent?",a) MMF wave at any moment is sinusoidally distributed in space,b) Entire MMF waveform is travelling at (constant angular speed) synchronous speed,c) MMF wave is of constant amplitude,d) None of the mentioned,a,Explanation: The space angle _ means that MMF wave at any moment is sinusoidally distributed in space along the air-gap periphery. 
"5. Three phase voltages are applied to the three windings of an electrical machine. If any two supply terminals are interchanged, then the rotating MMF wave _____________","a) Direction reverses, amplitude alters","b) Direction reverses, amplitude unaltered","c) Direction remains same, amplitude alters","d) Direction remains same, amplitude unaltered",b,"Explanation: The direction of rotating MMF wave is reversed, though its amplitude remains unaltered. "
"6. The rotating MMF wave of constant amplitude can be produced, only if the time angle displacement between currents is _____________",a) Less than the space angle displacement between winding axis,b) More than the space angle displacement between winding axis,c) Equal to the space angle displacement between winding axis,d) Any of the mentioned,c,"Explanation: If the time angle displacement between currents and space angle displacement between winding axis are not equal, the magnitude of resultant MMF wave is always zero. "
"7. A 3 phase star connected winding is fed from symmetrical 3 phase supply with their neutrals connected together. If one of the 3 supply lines gets disconnected, then the revolving MMF wave will have a ___________",a) Constant amplitude but sub synchronous speed,b) Varying amplitude but synchronous speed,c) Constant amplitude but super synchronous speed,d) Varying speed and a speed fluctuating around the synchronous speed,d,"Explanation: With one supply phase disconnected, a rotating MMF wave of varying amplitude is produced, but at a speed fluctuating around the synchronous speed. "
"8. In case of the 3 phase winding with delta or star connection without neutral, if one of the supply lines gets disconnected, then the MMF becomes __________",a) Stationary and pulsating,b) Rotating with synchronous speed,c) Rotating with sub synchronous speed,d) Rotating with super synchronous speed,a,"Explanation: Disconnection of one of the supply leads, results in single-phase operation of the machine. "
"9. If _m is the maximum value of flux due to any one phase, then resultant flux in 2 phase and 3 phase AC machines would respectively be given by _________","a) _m and 1.5_m, both rotating","b) _m and 1.5_m, both stand still",c) _m stand still and 1.5_m rotating,"d) 1.5_m and 2_m, both rotating",a,"Explanation: In a 2 phase and 3 phase AC machine, rotating MMF is produced with magnitudes of _m and 3/2_m. "
1. Which of the following two windings produces/induces the working flux and working EMF respectively?,a) field winding and armature winding,b) armature winding and field winding,c) both are produced in field winding,d) both are produced in armature winding,a,"Explanation: Field winding produces the working flux and armature winding has the working EMF, which is induced by the working flux. "
2. Armature winding carries which of the following current?,a) magnetizing current only,b) load current only,c) both magnetizing current and load current,d) none of the mentioned,b,Explanation: The winding on the machine that carries only load current is called armature winding.
3. Field winding carries which of the following current?,a) exciting current only,b) load current only,c) both exciting current and load current,d) none of the mentioned,a,Explanation: The winding that handles only exciting current is called field winding. 
4. Which of the following statements are correct regarding exciting current?,(i) exciting current varies with the load,(ii) exciting current doesn’t vary with load,(iii) exciting current produces only a working magnetic flux,(iv) exciting current is not responsible for the production of working  magnetic flux,c,"Explanation: The current that produces only a working magnetic flux, and does not vary with the load on the machine is called exciting current, magnetizing current or field current."
5. Current in the field winding is ___________,a) AC always,b) DC always,c) Both AC and DC,d) Either AC or DC,b,Explanation: Field winding is always given DC supply and hence current is also DC.
6. The rating of the armature winding is ___________,a) 1/2 to 2% of the rated power of the machine,b) less than the power rating of the machine,c) greater than the power rating of the machine,d) equal to the power rating of the machine,d,Explanation: The armature winding handles all the power that is being converted or transformed.
7. The power rating of the field winding is ___________,a) equal to the power rating of the machine,b) 1/2 to 2% of the rated power of the machine,c) greater than the power rating of the machine,d) less than the power rating of the machine,b,Explanation: The power input to the DC field winding is dissipated as i2R loss in the field winding (once the required field current is established). 
8. What is the reason behind armature structure for both DC and AC machines being laminated?,a) reduce i2R losses,b) reduce the leakage flux,c) reduce the eddy current losses,d) for better operating power factor,c,Explanation: The armature windings of both the DC and AC machines have to deal with alternating current only; this is the reason why the armature structure of all rotating machines are laminated in order to reduce the eddy current losses. 
9. Armature winding is one in which working ___________,a) flux is produced by field current,b) flux is produced by the working emf,c) emf is produced by the working flux,d) emf is produced by the leakage flux,c,"Explanation: In an electrical machine, armature winding is one in which the working emf is induced by the working flux. "
10. Why is the air gap between stator and rotor should be kept as small as mechanically possible in induction motor?,a) to reduce the leakage flux between stator and rotor,b) as it leads to better operating power factor of the induction motor,c) reduce the eddy current losses,"d) both, to reduce leakage flux between stator and rotor, and also for better operating power factor",d,Explanation: The leakage flux and power factor depends on the air gap and it should be as small as possible. 
1. Which type of slots are used in the construction of large size and small size induction motors respectively?,a) open slots and semiclosed slots,b) semiclosed slots and open slots,c) open slots and open slots,d) semiclosed slots and semiclosed slots,a,"Explanation: Large size motors use open slots, so that already prepared and properly insulated coils can be inserted in open slots. Small size induction motors use semiclosed slots, so as to reduce the effective gap length between stator and rotor. "
"2. In which of the following applications, wound rotor type of induction motor is used?",a) where the driven load requires speed control,b) where high starting torque is required,c) when external resistance is to be inserted,d) any of the mentioned,d,"Explanation: Only in wound rotor type of induction motor, external resistance can be inserted in series with the rotor winding, for speed and starting torque control. "
"3. For an induction motor,",(i) squirrel cage type is simpler and more economical in construction,(ii) wound rotor type requires less maintenance,(iii) squirrel cage type is more rugged and requires less maintenance,(iv) no external resistance can be inserted in the rotor circuit of squirrel cage induction motor,c,"Explanation: The squirrel cage type is simpler and more economical in construction, requires less maintenance than wound rotor type, since the former doesn’t require slip rings and carbon brushes. "
4. What are the advantages of providing the field winding on rotor and armature winding on the stator?,a) more economical,b) more efficient,c) efficient cooling,d) all of the mentioned,d,"Explanation: If the armature winding is on the stator, only two slip rings are required which implies less losses, more efficiency and more economy. Also, stationary armature winding can be cooled more efficiently."
5. The stator frame and end covers in synchronous and induction machines are designed to ___________,a) carry the magnetic flux,b) to serve as a mechanical support,c) to provide cooling or to carry induced EMF,d) any of the mentioned,b,"Explanation: The stator frame and end covers serve merely as a mechanical support to the stator core, and are not designed to carry the magnetic flux. "
6. What is the advantage of connecting two coils in parallel?,a) reduce the amount of copper required,b) increase the current per parallel path to double the value,c) increase the voltage capacity,d) all of the mentioned,b,Explanation: The parallel connection of two coils will increase the current per parallel path to double the value. 
"7. In a synchronous machine, salient pole construction has been found to suit best for ___________",a) low speed prime movers,b) high speed prime movers,c) medium speed prime movers,d) any of the mentioned,a,"Explanation: For accommodating large number of poles, the rotor diameter must be comparatively increased, and from mechanical considerations, salient pole construction has been found to suit best for low speed prime movers."
